Reef ID,Reef Name,Longitude Degrees,Longitude Minutes,Longitude Seconds,Longitude Cardinal Direction,Latitude Degrees,Latitude Minutes,Latitude Seconds,Latitude Cardinal Direction,Ocean,Country,State/Province/Island,City/Town,Year,Date,Depth,Organism Code,S1,S2,S3,S4,Errors?,What errors?
68.53.42W.12.05.16N,"Curacao Sea Aquarium House Reef, Plot A #1",68,53,49.5,W,12,4,59.6,N,Atlantic,Netherlands Antilles,Curacao,Bapor Kibra,2003,23-Jan-03,4,Bleaching (% of population),0,0,0,0,FALSE,
81.10.59E.8.44.2N,Coral Island,81,10,35.4,E,8,44,12,N,Indian,Sri Lanka,Eastern,Nilaveli,2003,25-Sep-03,2.5,Bleaching (% of colony),0,0,0,0,FALSE,
81.10.59E.8.44.2N,Coral Island,81,10,35.4,E,8,44,12,N,Indian,Sri Lanka,Eastern,Nilaveli,2003,25-Sep-03,3,Bleaching (% of colony),0,0,0,0,FALSE,
81.10.59E.8.44.2N,Coral Island,81,10,35.4,E,8,44,12,N,Indian,Sri Lanka,Eastern,Nilaveli,2003,25-Sep-03,2.5,Bleaching (% of population),0,0,0,0,FALSE,
81.10.59E.8.44.2N,Coral Island,81,10,35.4,E,8,44,12,N,Indian,Sri Lanka,Eastern,Nilaveli,2003,25-Sep-03,3,Bleaching (% of population),0,0,0,0,FALSE,
81.12.197E.8.43.238N,Pigeon Island,81,12,11.8,E,8,43,14.3,N,Indian,Sri Lanka,Eastern,Nilaveli,2003,25-Sep-03,3.5,Bleaching (% of colony),0,0,0,0,FALSE,
81.12.197E.8.43.238N,Pigeon Island,81,12,11.8,E,8,43,14.3,N,Indian,Sri Lanka,Eastern,Nilaveli,2003,25-Sep-03,3.5,Bleaching (% of population),0,0,0,0,FALSE,
81.14.373E.8.34.404N,Dutch Bay,81,14,22.4,E,8,34,24.2,N,Indian,Sri Lanka,Eastern,Trincomalee,2003,28-Sep-03,3,Bleaching (% of colony),0,0,0,0,FALSE,
81.14.373E.8.34.404N,Dutch Bay,81,14,22.4,E,8,34,24.2,N,Indian,Sri Lanka,Eastern,Trincomalee,2003,28-Sep-03,3.5,Bleaching (% of colony),0,0,0,0,FALSE,
81.14.373E.8.34.404N,Dutch Bay,81,14,22.4,E,8,34,24.2,N,Indian,Sri Lanka,Eastern,Trincomalee,2003,28-Sep-03,3,Bleaching (% of population),0,0,0,0,FALSE,
81.14.373E.8.34.404N,Dutch Bay,81,14,22.4,E,8,34,24.2,N,Indian,Sri Lanka,Eastern,Trincomalee,2003,28-Sep-03,3.5,Bleaching (% of population),0,0,0,0,FALSE,
85.55.286W.16.28.725N,Wonderful Reef,85,55,17.2,W,16,28,43.5,N,Atlantic,Honduras,Bay Islands,Guanaja,2003,23-Apr-03,10,Bleaching (% of colony),0,0,0,0,FALSE,
85.55.286W.16.28.725N,Wonderful Reef,85,55,17.2,W,16,28,43.5,N,Atlantic,Honduras,Bay Islands,Guanaja,2003,23-Apr-03,10,Bleaching (% of population),0,0,0,0,FALSE,
96.53.502E.12.06.225S,Prison Gardens,96,53,30.1,E,12,6,13.5,S,Indian,Australia,Cocos (Keeling) Islands,,2003,20-May-03,10,Bleaching (% of population),0,0,0,0,FALSE,
96.50.36E.12.05.41S,Cabbage Patch (10m),96,50,36,E,12,5,41,S,Indian,Australia,Cocos (Keeling) Islands,,1998,23-Aug-98,10,Bleaching (% of population),25,0,10,0,FALSE,
059.38W.13.11N,Folkestone Marine Park,59,38,27.6,W,13,11,28.3,N,Atlantic,Barbados,St James,Holetown,2005,16-Jan-05,4,Bleaching (% of colony),10,10,0,0,TRUE,no seconds for coordinates
059.38W.13.11N,Folkestone Marine Park,59,38,27.6,W,13,11,28.3,N,Atlantic,Barbados,St James,Holetown,2005,16-Jan-05,4,Bleaching (% of population),2,5,0,0,TRUE,no seconds for coordinates
100.20.32.4E.0.59.32.6S,Pisang Gadang Island,100,20,32.4,E,0,59,32.6,S,Pacific,Indonesia,Sumatra Barat,Padang,2005,25-Dec-05,3,Bleaching (% of colony),0,0,0,0,FALSE,
100.20.32.4E.0.59.32.6S,Pisang Gadang Island,100,20,32.4,E,0,59,32.6,S,Pacific,Indonesia,Sumatra Barat,Padang,2005,25-Dec-05,3,Bleaching (% of population),0,0,0,0,FALSE,
100.21.24.8E.0.7.56.3S,Sironjong Island,100,21,24.8,E,0,7,56.3,S,Pacific,Indonesia,Sumatra Barat,Padang,2005,25-Dec-05,3,Bleaching (% of colony),0,0,0,0,FALSE,
100.21.24.8E.0.7.56.3S,Sironjong Island,100,21,24.8,E,0,7,56.3,S,Pacific,Indonesia,Sumatra Barat,Padang,2005,25-Dec-05,3,Bleaching (% of population),0,0,0,0,FALSE,
100.59.10.76E.12.57.45.55N,Leum Island (Ko Luam),100,39,10.8,E,12,57,45.6,N,Indian,Thailand,Cholburi,Pattaya,2003,1-Nov-03,3.9,Bleaching (% of colony),0,1,1,0,FALSE,
100.59.10.76E.12.57.45.55N,Leum Island (Ko Luam),100,39,10.8,E,12,57,45.6,N,Indian,Thailand,Cholburi,Pattaya,2003,1-Nov-03,3.9,Bleaching (% of population),0,1,1,0,FALSE,
102.17.0E.11.56.43N,Hin Luk Bat,102,17,0,E,11,56,43,N,Pacific,Thailand,Trat,Koh Chang,2006,13-Nov-06,12,Bleaching (% of colony),1,0,0,0,FALSE,
102.17.0E.11.56.43N,Hin Luk Bat,102,17,0,E,11,56,43,N,Pacific,Thailand,Trat,Koh Chang,2006,13-Nov-06,12,Bleaching (% of population),1,0,0,0,FALSE,
102.17.15E.11.56.42N,Hin Luk Bat,102,17,15,E,11,56,42,N,Pacific,Thailand,"Koh Chang, Trat",Hin Luk Bat,2006,18-Mar-06,10,Bleaching (% of colony),0,0,0,0,FALSE,
102.17.15E.11.56.42N,Hin Luk Bat,102,17,15,E,11,56,42,N,Pacific,Thailand,"Koh Chang, Trat",Hin Luk Bat,2006,18-Mar-06,10,Bleaching (% of population),0,0,0,0,FALSE,
102.22.711E.11.48.310N,Koh Tien/Koh Thain West,102,22,42.7,E,11,48,18.6,N,Pacific,Thailand,Trat,Koh Chang,2007,15-Jun-07,5,Bleaching (% of colony),30,45,50,40,FALSE,
102.22.711E.11.48.310N,Koh Tien/Koh Thain West,102,22,42.7,E,11,48,18.6,N,Pacific,Thailand,Trat,Koh Chang,2007,15-Jun-07,5,Bleaching (% of population),0,0,0,0,FALSE,
102.22.711E.11.48.310N,Koh Tien/Koh Thain West,102,22,42.7,E,11,48,18.6,N,Pacific,Thailand,Trat,Koh Chang,2008,10-Jan-08,4.5,Bleaching (% of colony),20,25,30,0,FALSE,
102.22.711E.11.48.310N,Koh Tien/Koh Thain West,102,22,42.7,E,11,48,18.6,N,Pacific,Thailand,Trat,Koh Chang,2008,10-Jan-08,4.5,Bleaching (% of population),1,0,1,0,FALSE,
102.23.0E.11.47.25N,Koh Mapring,102,23,0,E,11,47,25,N,Pacific,Thailand,Trat,Koh Chang,2006,28-Nov-06,4,Bleaching (% of colony),30,20,30,0,FALSE,
102.23.0E.11.47.25N,Koh Mapring,102,23,0,E,11,47,25,N,Pacific,Thailand,Trat,Koh Chang,2006,28-Nov-06,4,Bleaching (% of population),1,1,1,0,FALSE,
102.23.20E.11.47.50N,Koh Kra,102,23,20,E,11,47,50,N,Pacific,Thailand,Trat,Koh Chang,2006,14-Nov-06,3.6,Bleaching (% of colony),1,0,0,0,FALSE,
102.23.20E.11.47.50N,Koh Kra,102,23,20,E,11,47,50,N,Pacific,Thailand,Trat,Koh Chang,2006,14-Nov-06,3.6,Bleaching (% of population),1,0,0,0,FALSE,
102.23.36E.11.47.2N,Koh Yak Lek,102,23,36,E,11,47,2,N,Pacific,Thailand,Trat,Koh Chang,2006,10-Nov-06,7,Bleaching (% of colony),0,0,0,0,FALSE,
102.23.36E.11.47.2N,Koh Yak Lek,102,23,36,E,11,47,2,N,Pacific,Thailand,Trat,Koh Chang,2006,10-Nov-06,7,Bleaching (% of population),0,0,0,0,FALSE,
102.23.784E.11.47.244N,Koh Yak,102,23,47,E,11,47,14.6,N,Pacific,Thailand,Trat,Koh Chang,2007,15-Jun-07,4,Bleaching (% of colony),0,2,0,0,FALSE,
102.23.784E.11.47.244N,Koh Yak,102,23,47,E,11,47,14.6,N,Pacific,Thailand,Trat,Koh Chang,2007,15-Jun-07,4,Bleaching (% of population),0,0,0,0,FALSE,
102.24.173E.11.49.108N,Koh Thong Lang,102,24,10.4,E,11,49,6.5,N,Pacific,Thailand,Trat,Koh Chang,2007,14-Jun-07,3.5,Bleaching (% of colony),10,0,10,0,FALSE,
102.24.173E.11.49.108N,Koh Thong Lang,102,24,10.4,E,11,49,6.5,N,Pacific,Thailand,Trat,Koh Chang,2007,14-Jun-07,3.5,Bleaching (% of population),5,5,5,5,FALSE,
102.24.4E.11.49.13N,Koh Yak Yai,102,24,4,E,11,49,13,N,Pacific,Thailand,Trat,Koh Chang,2006,11-Dec-06,3.5,Bleaching (% of colony),0,0,0,0,FALSE,
102.24.4E.11.49.13N,Koh Yak Yai,102,24,4,E,11,49,13,N,Pacific,Thailand,Trat,Koh Chang,2006,11-Dec-06,3.5,Bleaching (% of population),0,0,0,0,FALSE,
102.24.9E.11.49.13N,Koh Thong Lang,102,24,9,E,11,49,13,N,Pacific,Thailand,Trat,Koh Chang,2006,10-Nov-06,4,Bleaching (% of colony),0,0,0,0,FALSE,
102.24.9E.11.49.13N,Koh Thong Lang,102,24,9,E,11,49,13,N,Pacific,Thailand,Trat,Koh Chang,2006,10-Nov-06,4,Bleaching (% of population),0,0,0,0,FALSE,
102.26.50E.11.49.23N,Koh Lom,102,26,50,E,11,49,23,N,Pacific,Thailand,Trat,Koh Chang,2006,27-Nov-06,4.3,Bleaching (% of colony),0,0,0,0,FALSE,
102.26.50E.11.49.23N,Koh Lom,102,26,50,E,11,49,23,N,Pacific,Thailand,Trat,Koh Chang,2006,27-Nov-06,4.3,Bleaching (% of population),0,0,0,0,FALSE,
102.27.18.6E.11.53.3N,Ko Bai Dang,102,27,18.6,E,11,53,3,N,Pacific,Thailand,"Koh Chang, Trat",Ko Bai Dang,2006,19-Mar-06,3,Bleaching (% of colony),0,0,0,0,FALSE,
102.27.18.6E.11.53.3N,Ko Bai Dang,102,27,18.6,E,11,53,3,N,Pacific,Thailand,"Koh Chang, Trat",Ko Bai Dang,2006,19-Mar-06,3,Bleaching (% of population),0,0,0,0,FALSE,
102.28.17E.11.54.4N,Hin Bai Dang,102,28,17,E,11,54,4,N,Pacific,Thailand,Trat,Koh Chang,2006,12-Nov-06,7,Bleaching (% of colony),1,1,1,1,FALSE,
102.28.17E.11.54.4N,Hin Bai Dang,102,28,17,E,11,54,4,N,Pacific,Thailand,Trat,Koh Chang,2006,12-Nov-06,7,Bleaching (% of population),1,1,1,1,FALSE,
102.32.40E.11.45.18N,Koh Kood,102,32,40,E,11,45,18,N,Pacific,Thailand,Trat,Koh Chang,2006,8-Dec-06,5.5,Bleaching (% of colony),0,0,0,0,FALSE,
102.32.40E.11.45.18N,Koh Kood,102,32,40,E,11,45,18,N,Pacific,Thailand,Trat,Koh Chang,2006,8-Dec-06,5.5,Bleaching (% of population),0,0,0,0,FALSE,
102.40.2.9E.5.56.28.4N,Pulau Susu Dara Besar,102,40,2.9,E,5,56,28.4,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,20-May-03,6,Bleaching (% of colony),0,0,25,50,FALSE,
102.40.2.9E.5.56.28.4N,Pulau Susu Dara Besar,102,40,2.9,E,5,56,28.4,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,20-May-03,7.6,Bleaching (% of colony),50,0,65,25,FALSE,
102.40.2.9E.5.56.28.4N,Pulau Susu Dara Besar,102,40,2.9,E,5,56,28.4,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,20-May-03,6,Bleaching (% of population),0,0,2,2,FALSE,
102.40.2.9E.5.56.28.4N,Pulau Susu Dara Besar,102,40,2.9,E,5,56,28.4,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,20-May-03,7.6,Bleaching (% of population),1,0,1,1,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2007,29-Sep-07,11.5,Bleaching (% of colony),0,0,0,0,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2007,29-Sep-07,11.5,Bleaching (% of population),0,0,0,0,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2007,30-Sep-07,6,Bleaching (% of colony),0,0,0,0,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2007,30-Sep-07,6,Bleaching (% of population),0,0,0,0,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2008,30-May-08,6,Bleaching (% of colony),20,20,0,20,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2008,30-May-08,6,Bleaching (% of population),2,2,0,2,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2008,31-May-08,11.5,Bleaching (% of colony),50,0,0,0,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2008,31-May-08,11.5,Bleaching (% of population),2,0,0,0,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2008,5-Oct-08,5,Bleaching (% of colony),0,5,5,0,FALSE,
102.42.508E.5.57.143N,Sea Bell,102,42,30.5,E,5,57,8.6,N,Pacific,Malaysia,Terengannu,Perhentian Island,2008,5-Oct-08,5,Bleaching (% of population),0,1,1,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2003,8-Jun-03,6,Bleaching (% of colony),10,0,0,15,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2003,8-Jun-03,10.3,Bleaching (% of colony),0,50,100,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2003,8-Jun-03,6,Bleaching (% of population),1,0,0,1,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2003,8-Jun-03,10.3,Bleaching (% of population),0,1,1,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2007,12-Apr-07,6,Bleaching (% of colony),0,40,0,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2007,12-Apr-07,6,Bleaching (% of population),0,1,0,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2007,29-Sep-07,6,Bleaching (% of colony),0,0,0,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2007,29-Sep-07,6,Bleaching (% of population),0,0,0,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2008,30-May-08,6,Bleaching (% of colony),0,0,0,0,FALSE,
102.43.23.4E.5.55.53.7N,Pulau Perhentian Kecil/D'Lagoon,102,43,23.4,E,5,55,53.7,N,Pacific,Malaysia,Terengganu,Pulau Perhentian,2008,30-May-08,6,Bleaching (% of population),0,0,0,0,FALSE,
102.43.29.1E.5.55.16.7N,Batu Nisan,102,43,29.1,E,5,55,16.7,N,Pacific,Malaysia,Terengganu,Perhentian Island,2007,12-Apr-07,6,Bleaching (% of colony),0,20,0,0,FALSE,
102.43.29.1E.5.55.16.7N,Batu Nisan,102,43,29.1,E,5,55,16.7,N,Pacific,Malaysia,Terengganu,Perhentian Island,2007,12-Apr-07,6,Bleaching (% of population),0,1,0,0,FALSE,
102.43.29.1E.5.55.16.7N,Batu Nisan,102,43,29.1,E,5,55,16.7,N,Pacific,Malaysia,Terengganu,Perhentian Island,2007,30-Sep-07,6,Bleaching (% of colony),0,0,0,0,FALSE,
102.43.29.1E.5.55.16.7N,Batu Nisan,102,43,29.1,E,5,55,16.7,N,Pacific,Malaysia,Terengganu,Perhentian Island,2007,30-Sep-07,6,Bleaching (% of population),0,0,0,0,FALSE,
102.43.29.1E.5.55.16.7N,Batu Nisan,102,43,29.1,E,5,55,16.7,N,Pacific,Malaysia,Terengganu,Perhentian Island,2008,31-May-08,5.1,Bleaching (% of colony),0,0,0,0,FALSE,
102.43.29.1E.5.55.16.7N,Batu Nisan,102,43,29.1,E,5,55,16.7,N,Pacific,Malaysia,Terengganu,Perhentian Island,2008,31-May-08,5.1,Bleaching (% of population),0,0,0,0,FALSE,
102.44.407E.5.54.208N,Coral View Reef,102,44,24.4,E,5,54,12.5,N,Pacific,Malaysia,Terengganu,Perhentian,2007,9-Jun-07,5,Bleaching (% of colony),20,10,50,25,FALSE,
102.44.407E.5.54.208N,Coral View Reef,102,44,24.4,E,5,54,12.5,N,Pacific,Malaysia,Terengganu,Perhentian,2007,9-Jun-07,5,Bleaching (% of population),50,30,30,5,FALSE,
102.45.30.3E.5.55.23.7N,Tokong Burung,102,45,30.3,E,5,55,23.7,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,12-May-03,3,Bleaching (% of colony),1,10,10,5,FALSE,
102.45.30.3E.5.55.23.7N,Tokong Burung,102,45,30.3,E,5,55,23.7,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,12-May-03,11,Bleaching (% of colony),10,30,2,0,FALSE,
102.45.30.3E.5.55.23.7N,Tokong Burung,102,45,30.3,E,5,55,23.7,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,12-May-03,3,Bleaching (% of population),1,2,2.5,2.5,FALSE,
102.45.30.3E.5.55.23.7N,Tokong Burung,102,45,30.3,E,5,55,23.7,N,Pacific,Malaysia,Terengganu,Perhentian Islands,2003,12-May-03,11,Bleaching (% of population),2.5,5,1,0,FALSE,
102.45.498E.5.55.414N,Tanjung Besi,102,45,29.9,E,5,55,24.8,N,Pacific,Malaysia,Terengganu,Perhentian,2008,27-Sep-08,5.7,Bleaching (% of colony),3,0,5,0,TRUE,
